projects,Scripts,link,expectedCategory,,
heat,/config-generator.conf,https://github.com/openstack/heat/blob/master/config-generator.conf,Conf-Externals,,
heat,/etc/heat/heat-policy-generator.conf,https://github.com/openstack/heat/blob/master/etc/heat/heat-policy-generator.conf,Conf-Externals,,
horizon,/playbooks/cross-jobs/phantomjs-deps.yaml,https://github.com/openstack/horizon/blob/master/playbooks/cross-jobs/phantomjs-deps.yaml,Conf-Infrastructure-creation,,
horizon,/playbooks/horizon-devstack-integration/post.yaml,https://github.com/openstack/horizon/blob/master/playbooks/horizon-devstack-integration/post.yaml,Conf-Infrastructure-creation,,
horizon,/playbooks/horizon-devstack-integration/pre.yaml,https://github.com/openstack/horizon/blob/master/playbooks/horizon-devstack-integration/pre.yaml,Conf-Infrastructure-creation,,
horizon,/playbooks/horizon-devstack-integration/run.yaml,https://github.com/openstack/horizon/blob/master/playbooks/horizon-devstack-integration/run.yaml,Conf-Infrastructure-creation,,
horizon,/playbooks/horizon-nodejs/pre.yaml,https://github.com/openstack/horizon/blob/master/playbooks/horizon-nodejs/pre.yaml,Conf-Infrastructure-creation,,
horizon,/playbooks/horizon-selenium-headless/pre.yaml,https://github.com/openstack/horizon/blob/master/playbooks/horizon-selenium-headless/pre.yaml,Conf-Infrastructure-creation,,
horizon,/playbooks/horizon-tox-django/pre.yaml,https://github.com/openstack/horizon/blob/master/playbooks/horizon-tox-django/pre.yaml,Conf-Infrastructure-creation,,
horizon,/playbooks/horizon-tox-django/run.yaml,https://github.com/openstack/horizon/blob/master/playbooks/horizon-tox-django/run.yaml,Conf-Infrastructure-creation,,
horizon,/roles/ensure-django/tasks/main.yaml,https://github.com/openstack/horizon/blob/master/roles/ensure-django/tasks/main.yaml,Conf-Infrastructure-creation,,
horizon,/roles/fetch-video-output/tasks/main.yaml,https://github.com/openstack/horizon/blob/master/roles/fetch-video-output/tasks/main.yaml,Conf-Infrastructure-creation,,
horizon,/tools/abandon_old_reviews.sh,https://github.com/openstack/horizon/blob/master/tools/abandon_old_reviews.sh,Service Operations,,
horizon,/tools/find_executables.sh,https://github.com/openstack/horizon/blob/master/tools/find_executables.sh,Service Operations,,
horizon,/roles/ensure-django/defaults/main.yaml,https://github.com/openstack/horizon/blob/master/roles/ensure-django/defaults/main.yaml,Conf-Infrastructure-Variables,,
horizon,/roles/fetch-video-output/defaults/main.yaml,https://github.com/openstack/horizon/blob/master/roles/fetch-video-output/defaults/main.yaml,Conf-Infrastructure-Variables,,
horizon,/openstack_dashboard/conf/default_policies/cinder.yaml,https://github.com/openstack/horizon/blob/master/openstack_dashboard/conf/default_policies/cinder.yaml,Conf-Environment-Access,,
horizon,/openstack_dashboard/conf/default_policies/glance.yaml,https://github.com/openstack/horizon/blob/master/openstack_dashboard/conf/default_policies/glance.yaml,Conf-Environment-Access,,
horizon,/openstack_dashboard/conf/default_policies/keystone.yaml,https://github.com/openstack/horizon/blob/master/openstack_dashboard/conf/default_policies/keystone.yaml,Conf-Environment-Access,,
horizon,/openstack_dashboard/conf/default_policies/neutron.yaml,https://github.com/openstack/horizon/blob/master/openstack_dashboard/conf/default_policies/neutron.yaml,Conf-Environment-Access,,
horizon,/openstack_dashboard/conf/default_policies/nova.yaml,https://github.com/openstack/horizon/blob/master/openstack_dashboard/conf/default_policies/nova.yaml,Conf-Environment-Access,,
horizon,/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/clouds.yaml.template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/clouds.yaml.template,Conf-Environment-Access,,
horizon,/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/kubeconfig.template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/kubeconfig.template,Conf-Environment-Access,,
horizon,/openstack_dashboard/dashboards/identity/static/dashboard/identity/roles/roles.module.spec.js,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/identity/static/dashboard/identity/roles/roles.module.spec.js,Conf-Environment-Access,,
horizon,/openstack_dashboard/dashboards/project/static/dashboard/project/workflow/launch-instance/launch-instance-model.service.js,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/project/static/dashboard/project/workflow/launch-instance/launch-instance-model.service.js,Conf-Environment-Access,,
tripleo-quickstart,/ci-scripts/devmode_tempest.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/devmode_tempest.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/upgrade-baremetal.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/upgrade-baremetal.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/return-node.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/return-node.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/ovb-image-upload.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/ovb-image-upload.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/collect-logs.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/collect-logs.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/basic.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/basic.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/cleanup-stack-image-ovb.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/cleanup-stack-image-ovb.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/collect-logs.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/collect-logs.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/devmode_tempest.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/devmode_tempest.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/feature-scale-deploy.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/feature-scale-deploy.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/full-deploy-baremetal.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/full-deploy-baremetal.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/full-deploy-internal.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/full-deploy-internal.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/full-deploy-ovb.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/full-deploy-ovb.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/full-deploy.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/full-deploy.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/get-node.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/get-node.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/images.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/images.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/include-gate-changes.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/include-gate-changes.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/ooo-usbkey.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/ooo-usbkey.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/ovb-image-upload.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/ovb-image-upload.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/releasenotes_tox.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/releasenotes_tox.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/return-node.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/return-node.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/upgrade-baremetal.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/upgrade-baremetal.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/upgrade.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/upgrade.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/usbkey/quickstart.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/usbkey/quickstart.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/ci-scripts/usbkey/RUN_ME.sh,https://github.com/openstack/tripleo-quickstart/blob/master/ci-scripts/usbkey/RUN_ME.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/roles/libvirt/setup/overcloud/files/get-domain-ip.sh,https://github.com/openstack/tripleo-quickstart/blob/master/roles/libvirt/setup/overcloud/files/get-domain-ip.sh,Conf-Infrastructure-Setup,,
tripleo-quickstart,/roles/libvirt/setup/undercloud/files/get-undercloud-ip.sh,https://github.com/openstack/tripleo-quickstart/blob/master/roles/libvirt/setup/undercloud/files/get-undercloud-ip.sh,Conf-Infrastructure-Setup,,
openstack-ansible,/etc/openstack_deploy/conf.d/adjutant.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/adjutant.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/adjutant.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/adjutant.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/aodh.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/aodh.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/aodh.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/aodh.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/barbican.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/barbican.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/barbican.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/barbican.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/blazar.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/blazar.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/ceilometer.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/ceilometer.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/ceilometer.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/ceilometer.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/ceph.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/ceph.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/cinder.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/cinder.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/cloudkitty.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/cloudkitty.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/cloudkitty.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/cloudkitty.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/designate.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/designate.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/designate.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/designate.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/etcd.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/etcd.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/etcd.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/etcd.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/glance.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/glance.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/gnocchi.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/gnocchi.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/haproxy.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/haproxy.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/haproxy.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/haproxy.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/heat.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/heat.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/horizon.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/horizon.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/ironic.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/ironic.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/keystone.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/keystone.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/magnum.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/magnum.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/magnum.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/magnum.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/manila.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/manila.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/manila.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/manila.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/masakari.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/masakari.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/masakari.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/masakari.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/mistral.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/mistral.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/mistral.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/mistral.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/murano.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/murano.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/murano.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/murano.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/neutron.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/neutron.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/nova.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/nova.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/octavia.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/octavia.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/panko.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/panko.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/panko.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/panko.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/placement.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/placement.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/placement.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/placement.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/qdrouterd.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/qdrouterd.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/sahara.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/sahara.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/senlin.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/senlin.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/senlin.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/senlin.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/swift.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/swift.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/tacker.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/tacker.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/trove.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/trove.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/trove.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/trove.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/unbound.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/unbound.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/unbound.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/unbound.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/zun.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/zun.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/conf.d/zun.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/zun.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/env.d/aio_metal.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/env.d/aio_metal.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/env.d/calico.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/env.d/calico.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/env.d/cinder-volume.yml.container.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/env.d/cinder-volume.yml.container.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/env.d/extra_container.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/env.d/extra_container.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/env.d/neutron_ovn.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/env.d/neutron_ovn.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/env.d/nova_ovn.yml.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/env.d/nova_ovn.yml.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/openstack_user_config.yml.aio,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.aio,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/openstack_user_config.yml.multibond.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.multibond.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/openstack_user_config.yml.pod.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.pod.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/openstack_user_config.yml.prod-ceph.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.prod-ceph.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/openstack_user_config.yml.prod.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.prod.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/openstack_user_config.yml.provnet-group.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.provnet-group.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/openstack_user_config.yml.singlebond.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.singlebond.example,Conf-Environment-Access,,
openstack-ansible,/etc/openstack_deploy/user_variables.yml.prod-ceph.example,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/user_variables.yml.prod-ceph.example,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/clone_vm/boot_vm_from_volume.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/clone_vm/boot_vm_from_volume.yaml,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/clone_vm/clone_vm.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/clone_vm/clone_vm.yaml,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/clone_vm/clone_volume.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/clone_vm/clone_volume.yaml,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/clone_vm/input.json,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/clone_vm/input.json,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/crawl_specific_data.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/crawl_specific_data.yaml,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/glance_actions.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/glance_actions.yaml,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/keystone_actions.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/keystone_actions.yaml,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/nova_actions.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/nova_actions.yaml,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/tenant_statistics/tenant_statistics.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/tenant_statistics/tenant_statistics.yaml,Conf-Environment-Access,,
mistral-extra,/examples/v2/openstack/update_kernel.yaml,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/update_kernel.yaml,Conf-Environment-Access,,
mistral-extra,/mistral_extra/resources/openstack/workflows/create_instance.yaml,https://github.com/openstack/mistral-extra/blob/master/mistral_extra/resources/openstack/workflows/create_instance.yaml,Conf-Environment-Access,,
mistral-extra,/mistral_extra/resources/openstack/workflows/delete_instance.yaml,https://github.com/openstack/mistral-extra/blob/master/mistral_extra/resources/openstack/workflows/delete_instance.yaml,Conf-Environment-Access,,
masakari,/masakari/cmd/api.py,https://github.com/openstack/masakari/blob/master/masakari/cmd/api.py,Conf-Writer,,
masakari,/masakari/conf/api.py,https://github.com/openstack/masakari/blob/master/masakari/conf/api.py,Conf-Writer,,
masakari,/masakari/conf/base.py,https://github.com/openstack/masakari/blob/master/masakari/conf/base.py,Conf-Writer,,
masakari,/masakari/conf/database.py,https://github.com/openstack/masakari/blob/master/masakari/conf/database.py,Conf-Writer,,
masakari,/masakari/conf/engine.py,https://github.com/openstack/masakari/blob/master/masakari/conf/engine.py,Conf-Writer,,
masakari,/masakari/conf/engine_driver.py,https://github.com/openstack/masakari/blob/master/masakari/conf/engine_driver.py,Conf-Writer,,
masakari,/masakari/conf/exceptions.py,https://github.com/openstack/masakari/blob/master/masakari/conf/exceptions.py,Conf-Writer,,
masakari,/masakari/conf/nova.py,https://github.com/openstack/masakari/blob/master/masakari/conf/nova.py,Conf-Writer,,
masakari,/masakari/conf/osapi_v1.py,https://github.com/openstack/masakari/blob/master/masakari/conf/osapi_v1.py,Conf-Writer,,
masakari,/masakari/conf/paths.py,https://github.com/openstack/masakari/blob/master/masakari/conf/paths.py,Conf-Writer,,
masakari,/masakari/conf/service.py,https://github.com/openstack/masakari/blob/master/masakari/conf/service.py,Conf-Writer,,
masakari,/masakari/conf/ssl.py,https://github.com/openstack/masakari/blob/master/masakari/conf/ssl.py,Conf-Writer,,
masakari,/masakari/conf/wsgi.py,https://github.com/openstack/masakari/blob/master/masakari/conf/wsgi.py,Conf-Writer,,
masakari,/masakari/api/openstack/ha/versions.py,https://github.com/openstack/masakari/blob/master/masakari/api/openstack/ha/versions.py,Conf-Reader,,
masakari,/masakari/policy.py,https://github.com/openstack/masakari/blob/master/masakari/policy.py,Conf-Reader,,
masakari-monitors,/masakarimonitors/conf/api.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/conf/api.py,Conf-Writer,,
masakari-monitors,/masakarimonitors/conf/api.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/conf/api.py,Conf-Writer,,
masakari-monitors,/masakarimonitors/conf/host.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/conf/host.py,Conf-Writer,,
masakari-monitors,/masakarimonitors/conf/instance.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/conf/instance.py,Conf-Writer,,
masakari-monitors,/masakarimonitors/conf/introspectiveinstancemonitor.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/conf/introspectiveinstancemonitor.py,Conf-Writer,,
masakari-monitors,/masakarimonitors/conf/process.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/conf/process.py,Conf-Writer,,
masakari-monitors,/masakarimonitors/conf/service.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/conf/service.py,Conf-Writer,,
masakari-monitors,/masakarimonitors/instancemonitor/instance.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/instancemonitor/instance.py,Conf-Reader,,
masakari-monitors,/masakarimonitors/introspectiveinstancemonitor/instance.py,https://github.com/openstack/masakari-monitors/blob/master./masakarimonitors/introspectiveinstancemonitor/instance.py,Conf-Reader,,
