projects,Scripts,link,expectedCategory,,
rpm-packaging,/openstack/XStatic-Angular-Gettext/XStatic-Angular-Gettext.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Angular-Gettext/XStatic-Angular-Gettext.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Angular-lrdragndrop/XStatic-Angular-lrdragndrop.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Angular-lrdragndrop/XStatic-Angular-lrdragndrop.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Angular-Sanitize/XStatic-Angular-Sanitize.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Angular-Sanitize/XStatic-Angular-Sanitize.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Angular-UUID/XStatic-Angular-UUID.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Angular-UUID/XStatic-Angular-UUID.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Angular-Vis/XStatic-Angular-Vis.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Angular-Vis/XStatic-Angular-Vis.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Bootstrap-Datepicker/XStatic-Bootstrap-Datepicker.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Bootstrap-Datepicker/XStatic-Bootstrap-Datepicker.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Bootstrap-SCSS/XStatic-Bootstrap-SCSS.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Bootstrap-SCSS/XStatic-Bootstrap-SCSS.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-bootswatch/XStatic-bootswatch.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-bootswatch/XStatic-bootswatch.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-D3/XStatic-D3.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-D3/XStatic-D3.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-FileSaver/XStatic-FileSaver.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-FileSaver/XStatic-FileSaver.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Font-Awesome/XStatic-Font-Awesome.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Font-Awesome/XStatic-Font-Awesome.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Hogan/XStatic-Hogan.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Hogan/XStatic-Hogan.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Jasmine/XStatic-Jasmine.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Jasmine/XStatic-Jasmine.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-JQuery-Migrate/XStatic-JQuery-Migrate.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-JQuery-Migrate/XStatic-JQuery-Migrate.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-JQuery.Bootstrap.Wizard/XStatic-JQuery.Bootstrap.Wizard.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-JQuery.Bootstrap.Wizard/XStatic-JQuery.Bootstrap.Wizard.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-JQuery.quicksearch/XStatic-JQuery.quicksearch.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-JQuery.quicksearch/XStatic-JQuery.quicksearch.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-JQuery.TableSorter/XStatic-JQuery.TableSorter.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-JQuery.TableSorter/XStatic-JQuery.TableSorter.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-JS-Yaml/XStatic-JS-Yaml.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-JS-Yaml/XStatic-JS-Yaml.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-JSEncrypt/XStatic-JSEncrypt.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-JSEncrypt/XStatic-JSEncrypt.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Json2yaml/XStatic-Json2yaml.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Json2yaml/XStatic-Json2yaml.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Magic-Search/XStatic-Magic-Search.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Magic-Search/XStatic-Magic-Search.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-mdi/XStatic-mdi.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-mdi/XStatic-mdi.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-QUnit/XStatic-QUnit.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-QUnit/XStatic-QUnit.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Rickshaw/XStatic-Rickshaw.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Rickshaw/XStatic-Rickshaw.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-roboto-fontface/XStatic-roboto-fontface.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-roboto-fontface/XStatic-roboto-fontface.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-smart-table/XStatic-smart-table.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-smart-table/XStatic-smart-table.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/XStatic-Spin/XStatic-Spin.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Spin/XStatic-Spin.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/yaql/yaql.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/yaql/yaql.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/zaqar/zaqar.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/zaqar/zaqar.spec.j2,Infrastructure-Template,,
rpm-packaging,/openstack/zaqar-tempest-plugin/zaqar-tempest-plugin.spec.j2,https://github.com/openstack/rpm-packaging/blob/master/openstack/zaqar-tempest-plugin/zaqar-tempest-plugin.spec.j2,Infrastructure-Template,,
tenks,/ansible/roles/virtualbmc-daemon/templates/vbmcd.service.j2,https://github.com/openstack/tenks/blob/master/ansible/roles/virtualbmc-daemon/templates/vbmcd.service.j2,Infrastructure-Template,,
tenks,/playbooks/tenks-deploy-teardown/templates/requirements-overrides.yml.j2,https://github.com/openstack/tenks/blob/master/playbooks/tenks-deploy-teardown/templates/requirements-overrides.yml.j2,Infrastructure-Template,,
tenks,/playbooks/tenks-deploy-teardown/templates/tenks-overrides.yml.j2,https://github.com/openstack/tenks/blob/master/playbooks/tenks-deploy-teardown/templates/tenks-overrides.yml.j2,Infrastructure-Template,,
puppet-trove,/templates/trove-guestagent.conf.erb,https://github.com/openstack/puppet-trove/blob/master/templates/trove-guestagent.conf.erb,Infrastructure-Template,,
devstack-vagrant,/puppet/manifests/cleanup.pp,https://github.com/openstack/devstack-vagrant/blob/master/puppet/manifests/cleanup.pp,Conf-Infrastructure-creation,,
devstack-vagrant,/puppet/manifests/default.pp,https://github.com/openstack/devstack-vagrant/blob/master/puppet/manifests/default.pp,Conf-Infrastructure-creation,,
devstack-vagrant,/puppet/modules/base/manifests/init.pp,https://github.com/openstack/devstack-vagrant/blob/master/puppet/modules/base/manifests/init.pp,Conf-Infrastructure-creation,,
devstack-vagrant,/puppet/modules/devstack/manifests/init.pp,https://github.com/openstack/devstack-vagrant/blob/master/puppet/modules/devstack/manifests/init.pp,Conf-Infrastructure-creation,,
devstack-vagrant,/puppet/modules/grenade/manifests/init.pp,https://github.com/openstack/devstack-vagrant/blob/master/puppet/modules/grenade/manifests/init.pp,Conf-Infrastructure-creation,,
devstack-vagrant,/puppet/modules/user/manifests/create.pp,https://github.com/openstack/devstack-vagrant/blob/master/puppet/modules/user/manifests/create.pp,Conf-Infrastructure-creation,,
devstack-vagrant,/puppet/modules/user/manifests/stack.pp,https://github.com/openstack/devstack-vagrant/blob/master/puppet/modules/user/manifests/stack.pp,Conf-Infrastructure-creation,,
devstack-vagrant,/puppet/modules/user/manifests/vagrant.pp,https://github.com/openstack/devstack-vagrant/blob/master/puppet/modules/user/manifests/vagrant.pp,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/config.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/config.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/copy-certs.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/copy-certs.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/deploy-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/deploy-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/deploy.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/deploy.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/loadbalancer.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/loadbalancer.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/main.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/precheck.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/precheck.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/pull.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/pull.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/reconfigure.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/reconfigure.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/register.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/register.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/stop.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/stop.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/aodh/tasks/upgrade.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/upgrade.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/bootstrap.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/bootstrap.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/bootstrap_service.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/bootstrap_service.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/check-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/check-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/check.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/check.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/clone.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/clone.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/config.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/config.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/copy-certs.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/copy-certs.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/deploy-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/deploy-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/deploy.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/deploy.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/loadbalancer.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/loadbalancer.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/main.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/precheck.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/precheck.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/pull.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/pull.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/reconfigure.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/reconfigure.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/register.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/register.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/stop.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/stop.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/barbican/tasks/upgrade.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/upgrade.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/baremetal/tasks/bootstrap-servers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/baremetal/tasks/bootstrap-servers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/baremetal/tasks/configure-containerd-for-zun.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/baremetal/tasks/configure-containerd-for-zun.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/baremetal/tasks/install.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/baremetal/tasks/install.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/baremetal/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/baremetal/tasks/main.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/baremetal/tasks/post-install.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/baremetal/tasks/post-install.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/baremetal/tasks/pre-install.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/baremetal/tasks/pre-install.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/bootstrap.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/bootstrap.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/config.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/config.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/deploy-servers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/deploy-servers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/deploy.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/deploy.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/main.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/reconfigure.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/reconfigure.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/start.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/start.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/stop.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/stop.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/bifrost/tasks/upgrade.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/upgrade.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/bootstrap.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/bootstrap.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/bootstrap_service.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/bootstrap_service.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/check-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/check-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/clone.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/clone.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/config.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/config.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/copy-certs.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/copy-certs.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/deploy-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/deploy-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/deploy.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/deploy.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/loadbalancer.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/loadbalancer.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/main.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/precheck.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/precheck.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/pull.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/pull.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/reconfigure.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/reconfigure.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/register.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/register.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/stop.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/stop.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/blazar/tasks/upgrade.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/upgrade.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/bootstrap.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/bootstrap.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/bootstrap_service.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/bootstrap_service.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/check-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/check-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/clone.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/clone.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/config.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/config.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/copy-certs.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/copy-certs.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/deploy-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/deploy-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/deploy.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/deploy.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/main.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/precheck.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/precheck.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/pull.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/pull.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/reconfigure.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/reconfigure.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/register.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/register.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/stop.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/stop.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/ceilometer/tasks/upgrade.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/upgrade.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/certificates/tasks/generate-backend.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/certificates/tasks/generate-backend.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/certificates/tasks/generate-root.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/certificates/tasks/generate-root.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/certificates/tasks/generate.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/certificates/tasks/generate.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/certificates/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/certificates/tasks/main.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/check-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/check-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/config.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/config.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/deploy-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/deploy-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/deploy.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/deploy.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/main.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/precheck.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/precheck.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/pull.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/pull.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/reconfigure.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/reconfigure.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/stop.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/stop.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/chrony/tasks/upgrade.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/chrony/tasks/upgrade.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/bootstrap.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/bootstrap.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/bootstrap_service.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/bootstrap_service.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/check-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/check-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/check.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/check.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/clone.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/clone.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/config.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/config.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/copy-certs.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/copy-certs.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/deploy-containers.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/deploy-containers.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/deploy.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/deploy.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/external_ceph.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/external_ceph.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/loadbalancer.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/loadbalancer.yml,Conf-Infrastructure-creation,,
kolla-ansible,/ansible/roles/cinder/tasks/main.yml,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/main.yml,Conf-Infrastructure-creation,,
